Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Population growth (annual %),SP.POP.GROW,Curacao,CUW,-1.051535839,-4.075386132,1.420897663,0.829929595,1.133678907,1.347641396,1.319593903,1.060316441,0.319536038,-0.525178744,-1.196439518,-1.553534949
Population growth (annual %),SP.POP.GROW,Cyprus,CYP,2.052311699,1.844449526,1.09232382,0.903504248,0.774057448,0.734358832,0.751316386,0.789476882,0.808217946,0.808549298,0.779957016,0.730446921
Population growth (annual %),SP.POP.GROW,Czech Republic,CZE,-0.267830773,-0.280414108,0.206747667,0.139925656,0.033169946,0.105277582,0.196588748,0.192048416,0.265642664,0.334427262,0.393788864,0.252925088
Population growth (annual %),SP.POP.GROW,Denmark,DNK,0.16245632,0.334233619,0.411737855,0.376272243,0.416901361,0.507053283,0.70642385,0.780392644,0.643350904,0.495838926,0.358130916,0.291641177
Population growth (annual %),SP.POP.GROW,Djibouti,DJI,4.59912906,2.483849608,1.591305611,1.680251075,1.731198085,1.729669839,1.687131961,1.640628949,1.599741998,1.557868695,1.514559503,1.472834732
Population growth (annual %),SP.POP.GROW,Dominica,DMA,-0.425098413,-0.255237524,0.049369134,0.059210806,0.091566713,0.101329964,0.118088665,0.185286616,0.214335328,0.232028395,0.253775392,0.254522074
Population growth (annual %),SP.POP.GROW,Dominican Republic,DOM,1.919391858,1.522860326,1.210799761,1.192236521,1.174338199,1.157224998,1.1394833,1.122509799,1.10348624,1.078862009,1.046620579,1.009391083
Population growth (annual %),SP.POP.GROW,Ecuador,ECU,2.364382033,1.902790305,1.538757895,1.49891549,1.496899243,1.54370952,1.617938422,1.706874588,1.768502796,1.765652695,1.679172693,1.538741142
Population growth (annual %),SP.POP.GROW,"Egypt, Arab Rep.",EGY,2.426660158,1.930382623,2.113775596,2.214740995,2.26795426,2.259251359,2.207025339,2.145222268,2.090832668,2.033272399,1.976280224,1.920247637
Population growth (annual %),SP.POP.GROW,El Salvador,SLV,1.326886237,0.734629859,0.430677508,0.439491797,0.450320731,0.462504407,0.475379939,0.489163801,0.501983868,0.50927343,0.509699114,0.504663023
Population growth (annual %),SP.POP.GROW,Equatorial Guinea,GNQ,3.044041827,4.111038555,4.478446124,4.394052518,4.291884317,4.172280493,4.042896478,3.91079791,3.781106635,3.653340932,3.528840253,3.407619459
Population growth (annual %),SP.POP.GROW,Eritrea,ERI,1.225238851,2.428513381,1.363718869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Population growth (annual %),SP.POP.GROW,Estonia,EST,0.066490191,0.483707162,-0.303582824,-0.357944411,-0.355891803,-0.262256175,0.06555253,0.029112226,0.121070631,0.348039138,0.371554389,0.312947615
Population growth (annual %),SP.POP.GROW,Eswatini,SWZ,2.952239828,1.1329744,0.672762228,0.674567033,0.697837863,0.749729091,0.819991316,0.897738794,0.966059893,1.014213397,1.038265645,1.042422959
Population growth (annual %),SP.POP.GROW,Ethiopia,ETH,3.431842834,2.88268787,2.812613737,2.829627968,2.827014885,2.799924688,2.756111616,2.708072653,2.663414482,2.619969171,2.579697088,2.541386464
Population growth (annual %),SP.POP.GROW,Faroe Islands,FRO,0.247789612,0.665481279,0.025099877,0.05854189,0.121156432,0.133519724,0.187461001,0.245250985,0.317101997,0.353222226,0.370469891,0.385475452
Population growth (annual %),SP.POP.GROW,Fiji,FJI,0.546803301,0.582325537,0.421873731,0.186749844,0.062057001,0.097572305,0.251861864,0.433535157,0.577645837,0.684860282,0.729092657,0.72649263
Population growth (annual %),SP.POP.GROW,Finland,FIN,0.443382074,0.207606515,0.463558707,0.475809487,0.460723773,0.413560208,0.329383886,0.287421402,0.234670532,0.132641041,0.11019169,0.164906516
Population growth (annual %),SP.POP.GROW,France,FRA,0.508741657,0.684945784,0.483675544,0.483998961,0.514773829,0.473706908,0.35556924,0.263868789,0.290202116,0.274451849,0.218824149,0.211906588
Population growth (annual %),SP.POP.GROW,French Polynesia,PYF,2.112131576,1.872153116,0.469156586,0.481837052,0.495804118,0.509552892,0.516123547,0.532049201,0.556400387,0.565206884,0.578860345,0.578020814
Population growth (annual %),SP.POP.GROW,Gabon,GAB,2.7525658,2.414288376,3.656322234,3.788583795,3.779411424,3.606623054,3.335251073,3.043638018,2.795874594,2.603486796,2.484043179,2.416957226
Population growth (annual %),SP.POP.GROW,"Gambia, The",GMB,4.272073804,3.128788688,3.017963446,3.031169712,3.03420155,3.025950918,3.008720834,2.988373007,2.969069585,2.946012688,2.921862866,2.895365506
Population growth (annual %),SP.POP.GROW,Georgia,GEO,-0.027068389,-1.944629157,-0.80216404,-0.736565519,-0.300972141,0.0469539,0.157481405,0.059816599,0.013386075,-0.039036546,-0.17156574,-0.165748399
Population growth (annual %),SP.POP.GROW,Germany,DEU,0.861969449,0.1354316,-1.853714629,0.187727801,0.272900215,0.416877359,0.865702644,0.807218539,0.37372456,0.300526702,0.225519874,0.177430344
Population growth (annual %),SP.POP.GROW,Ghana,GHA,2.883226255,2.449406107,2.424401783,2.369482728,2.323828607,2.291813837,2.268777982,2.24660996,2.220504882,2.192852874,2.162584462,2.130763473
Population growth (annual %),SP.POP.GROW,Gibraltar,GIB,-0.130279777,1.801792052,0.068459515,0.13380713,0.12175748,0.094927328,0.047429894,-0.011855365,-0.044470139,-0.023725496,-0.026697913,-0.044512368
Population growth (annual %),SP.POP.GROW,Greece,GRC,1.057808012,0.409041838,-0.147951277,-0.540752951,-0.725120807,-0.66611329,-0.658861361,-0.415913028,-0.197783225,-0.202880238,-0.105339393,-0.056285518
Population growth (annual %),SP.POP.GROW,Greenland,GRL,0.541029273,0.178094437,-0.026363197,-0.140721219,-0.577265865,-0.333398667,-0.322038549,0.128227978,-0.024920344,-0.265609141,0.359917714,0.252238303
Population growth (annual %),SP.POP.GROW,Grenada,GRD,-0.625066715,0.397533481,0.524851801,0.621740443,0.667831666,0.670747705,0.643471646,0.600367481,0.552600022,0.517266573,0.494964112,0.460536799
Population growth (annual %),SP.POP.GROW,Guam,GUM,2.29075345,0.884646772,0.157303192,0.187687743,0.265289399,0.368363503,0.522831661,0.675497259,0.814724473,0.90229092,0.915743568,0.885514508
Population growth (annual %),SP.POP.GROW,Guatemala,GTM,2.734472527,2.433943645,1.819487756,1.777495787,1.757167698,1.728757603,1.691465093,1.658073318,1.6276538,1.600385982,1.560386048,1.519987854
Population growth (annual %),SP.POP.GROW,Guinea,GIN,2.952379181,2.28281802,2.215150305,2.197958682,2.235327632,2.342254124,2.489834844,2.644357731,2.764879904,2.833117512,2.834784817,2.791607079
Population growth (annual %),SP.POP.GROW,Guinea-Bissau,GNB,2.227409513,2.032664485,2.618312205,2.650742625,2.660766083,2.644755928,2.611151253,2.570119483,2.532249258,2.493505196,2.456528568,2.421410618
Population growth (annual %),SP.POP.GROW,Guyana,GUY,-0.30559764,-0.395350937,0.346196945,0.445663749,0.514040833,0.537221878,0.530702759,0.510790065,0.498520024,0.487575159,0.482526666,0.48224372
Population growth (annual %),SP.POP.GROW,Haiti,HTI,2.011596519,1.724801191,1.506310041,1.480054624,1.450276669,1.416131282,1.379509987,1.341394984,1.305020463,1.274050225,1.249854229,1.230549254
Population growth (annual %),SP.POP.GROW,Honduras,HND,2.878520724,2.734903508,1.943169475,1.869321608,1.810130794,1.76927099,1.741474102,1.71775975,1.692271482,1.667082227,1.640617842,1.613135933
Population growth (annual %),SP.POP.GROW,"Hong Kong SAR, China",HKG,0.321315033,0.881594076,0.672543292,1.103957997,0.401982536,0.702370951,0.851197911,0.619366345,0.748222905,0.799050247,0.75409492,-0.341579603
Population growth (annual %),SP.POP.GROW,Hungary,HUN,-1.033117297,-0.259764908,-0.283360436,-0.516437607,-0.275368757,-0.269378767,-0.237855002,-0.295110605,-0.265860932,-0.126786952,-0.04525571,-0.219026829
Population growth (annual %),SP.POP.GROW,Iceland,ISL,0.777662199,1.369192833,0.305468368,0.532100735,0.9458859,1.112504755,1.041940387,1.388081496,2.345582676,2.678142769,2.198932258,1.612716318
Population growth (annual %),SP.POP.GROW,India,IND,2.076089204,1.76812551,1.288512962,1.231484894,1.182904215,1.145673402,1.116895913,1.090459321,1.06335943,1.037827848,1.013261249,0.9894138
Population growth (annual %),SP.POP.GROW,Indonesia,IDN,1.782055014,1.379908097,1.347904403,1.351699787,1.340770864,1.310945245,1.267829703,1.220591058,1.176197424,1.13450698,1.097926437,1.065178986
Population growth (annual %),SP.POP.GROW,"Iran, Islamic Rep.",IRN,2.777823652,1.261318759,1.175828678,1.205172521,1.23941933,1.278121321,1.316321025,1.356225741,1.385333802,1.386478335,1.352289806,1.293026691
Population growth (annual %),SP.POP.GROW,Iraq,IRQ,2.465228127,3.004689353,3.252716722,3.720627514,3.896283814,3.714816326,3.316251492,2.877231639,2.540895973,2.318453133,2.254139075,2.29530433
Population growth (annual %),SP.POP.GROW,Ireland,IRL,0.084413021,1.333042666,0.436072439,0.423743803,0.526556159,0.731001377,0.944845307,1.128834064,1.088675561,1.238875453,1.367626954,1.216322998
Population growth (annual %),SP.POP.GROW,Isle of Man,IMN,1.474714125,1.237118395,0.038881853,-0.419070043,-0.651560883,-0.593530251,-0.307101969,0.076863955,0.376260135,0.55223389,0.611876546,0.522342171
Population growth (annual %),SP.POP.GROW,Israel,ISR,3.094603009,2.642331913,1.848077862,1.846151321,1.866052895,1.919543799,1.981288976,1.960348962,1.938725674,1.926622865,1.90898264,1.783210642
Population growth (annual %),SP.POP.GROW,Italy,ITA,0.083708573,0.045303631,0.171978291,0.26954124,1.159251117,0.917504096,-0.096376133,-0.169884073,-0.149861117,-0.19006364,-1.153028424,-0.293517053
Population growth (annual %),SP.POP.GROW,Jamaica,JAM,0.681560016,0.832970135,0.548862742,0.571484567,0.581740676,0.572985116,0.551043934,0.525007304,0.501314742,0.478338177,0.456356507,0.436048924
Population growth (annual %),SP.POP.GROW,Japan,JPN,0.331782885,0.167275578,-0.185226486,-0.159710676,-0.144271883,-0.132694222,-0.106124994,-0.115284177,-0.164484036,-0.202670345,-0.208999473,-0.340268778
Population growth (annual %),SP.POP.GROW,Jordan,JOR,4.78338753,1.787299396,5.379295595,5.42391363,5.167386647,4.586585111,3.824974897,3.057622556,2.394659322,1.817482339,1.35921633,0.999208652
Population growth (annual %),SP.POP.GROW,Kazakhstan,KAZ,0.604342663,-0.300201487,1.431512449,1.408676887,1.439445356,1.472670873,1.461484685,1.42204614,1.360381269,1.314522985,1.28960849,1.29209842
Population growth (annual %),SP.POP.GROW,Kenya,KEN,3.384342362,2.745965174,2.693743646,2.662807804,2.618604478,2.559403145,2.491767548,2.420820938,2.356477449,2.305743642,2.272746379,2.251879431
Population growth (annual %),SP.POP.GROW,Kiribati,KIR,2.157257132,1.71595975,1.738420492,1.538681384,1.426421878,1.380766987,1.398027436,1.43386389,1.432868764,1.468753984,1.512986668,1.550732603
Population growth (annual %),SP.POP.GROW,"Korea, Dem. People's Rep.",PRK,1.485873302,0.865557872,0.506081341,0.514396262,0.518246253,0.513303578,0.501732436,0.490511297,0.481502958,0.469955193,0.455141902,0.437971578
Population growth (annual %),SP.POP.GROW,"Korea, Rep.",KOR,0.985130494,0.836180864,0.768971759,0.525713661,0.455218622,0.628149861,0.527288497,0.396851823,0.280968018,0.47533441,0.198353208,0.138141336
Population growth (annual %),SP.POP.GROW,Kosovo,XKX,1.897590146,-3.582127645,0.859067492,0.895254757,0.607467947,-0.294473631,-1.364932338,-0.596734074,0.753584843,0.339010962,-0.457730006,-0.757524968
Population growth (annual %),SP.POP.GROW,Kuwait,KWT,0.12244112,4.678686485,5.721422995,5.550008128,5.165481563,4.560848106,3.844185048,3.112853918,2.477112701,1.982437111,1.672132226,1.49775614
Population growth (annual %),SP.POP.GROW,Kyrgyz Republic,KGZ,1.924484883,1.191125924,1.216890729,1.665236559,1.984738667,2.006107899,2.059025966,2.037224422,1.933647156,1.99032207,2.08787614,2.075520173
Population growth (annual %),SP.POP.GROW,Lao PDR,LAO,2.849341226,1.67371395,1.562278237,1.516012622,1.490498475,1.494004186,1.515574686,1.541032017,1.55353425,1.547953069,1.517256974,1.469045621
Population growth (annual %),SP.POP.GROW,Latvia,LVA,-0.142736398,-0.963935407,-1.820767002,-1.240359153,-1.071034803,-0.941743354,-0.818626341,-0.913885332,-0.886215573,-0.779138396,-0.69523914,-0.643399845
Population growth (annual %),SP.POP.GROW,Lebanon,LBN,2.770569311,2.50356398,4.904102118,6.251740941,6.559121717,5.719124107,4.247016184,2.741932488,1.553078162,0.585360849,-0.053940482,-0.442463494
Population growth (annual %),SP.POP.GROW,Lesotho,LSO,2.207179074,0.645178334,0.410965511,0.557135557,0.669716683,0.732817029,0.758719327,0.775514209,0.791589928,0.799793018,0.800269955,0.796017062
Population growth (annual %),SP.POP.GROW,Liberia,LBR,-1.45911129,5.363031447,3.188843736,2.900103505,2.688019985,2.583159471,2.55277351,2.529305492,2.485559131,2.452586907,2.427215355,2.407367606
Population growth (annual %),SP.POP.GROW,Libya,LBY,2.458096396,1.541753951,0.799852879,0.611386605,0.548926062,0.657433708,0.880669874,1.143967287,1.354932265,1.475852639,1.469822354,1.375005728
Population growth (annual %),SP.POP.GROW,Liechtenstein,LIE,1.191509405,1.270695956,0.838237151,0.866779983,0.883698226,0.752440881,0.658778024,0.505858374,0.397562146,0.298456437,0.268640368,0.307260244
Population growth (annual %),SP.POP.GROW,Lithuania,LTU,0.36799903,-0.70338544,-2.258463899,-1.341201988,-1.012007368,-0.859827343,-0.940753797,-1.270694533,-1.398322201,-0.954190459,-0.264704355,0.020147304
Population growth (annual %),SP.POP.GROW,Luxembourg,LUX,1.251745707,1.344082996,2.222660503,2.4015419,2.311176253,2.356978705,2.359951181,2.155311988,2.430976418,1.928837514,1.96284492,1.960333515
Population growth (annual %),SP.POP.GROW,"Macao SAR, China",MAC,3.261600464,2.218111171,2.317356933,2.368817427,2.335999266,2.199856093,1.993351265,1.766586372,1.579113954,1.443960758,1.385627937,1.379473382
Population growth (annual %),SP.POP.GROW,Madagascar,MDG,2.886365332,3.119689066,2.761903386,2.733954122,2.713238551,2.701012271,2.69413798,2.688176654,2.679809997,2.669517227,2.65644588,2.640873227
Population growth (annual %),SP.POP.GROW,Malawi,MWI,3.560222407,2.676385562,2.864495966,2.858684488,2.838498781,2.803042518,2.759412255,2.70968237,2.666446457,2.641745288,2.640937098,2.654939852
Population growth (annual %),SP.POP.GROW,Malaysia,MYS,2.817284831,2.324617448,1.558040198,1.445739447,1.369183571,1.340474962,1.344800221,1.357359246,1.359489171,1.351960014,1.328849015,1.294285057
Population growth (annual %),SP.POP.GROW,Maldives,MDV,3.02847366,2.124807294,3.957242404,4.305019516,4.518603431,4.568339978,4.472098055,4.426900708,4.300062714,3.815493316,2.91480812,1.789130121
Population growth (annual %),SP.POP.GROW,Mali,MLI,1.827214108,2.811854042,3.044613109,2.952508522,2.90104517,2.901941159,2.935998977,2.975435448,2.999198671,3.008065228,2.996255353,2.971042774
Population growth (annual %),SP.POP.GROW,Malta,MLT,0.978313699,0.645267231,0.423700885,0.899209212,1.404050276,1.996754408,2.386395363,2.288615441,2.738662856,3.491955403,3.931356319,4.124169606
Population growth (annual %),SP.POP.GROW,Marshall Islands,MHL,3.089662681,0.664217838,0.288789677,0.332050183,0.388930932,0.438151355,0.455390878,0.484514741,0.570067879,0.616496178,0.646743379,0.683140344
Population growth (annual %),SP.POP.GROW,Mauritania,MRT,2.61178932,2.644053515,2.945321255,2.95452102,2.949209845,2.927190867,2.893699093,2.855988065,2.819234622,2.780088631,2.741483436,2.702227925
Population growth (annual %),SP.POP.GROW,Mauritius,MUS,0.712313471,0.982676166,0.160140421,0.277321026,0.220398692,0.181061469,0.132433083,0.068723138,0.090186811,0.054547267,0.032240043,0.002291176
Population growth (annual %),SP.POP.GROW,Mexico,MEX,1.893130261,1.441096704,1.39478997,1.355294426,1.315557607,1.277686366,1.241164502,1.203259506,1.16396695,1.126414791,1.091366887,1.058240034
Population growth (annual %),SP.POP.GROW,"Micronesia, Fed. Sts.",FSM,2.355571549,-0.338331162,0.515594947,1.017541503,1.345848816,1.426680742,1.333168176,1.213154024,1.124175032,1.052213848,1.034228542,1.057554256
Population growth (annual %),SP.POP.GROW,Moldova,MDA,0.406673095,-0.203364953,-0.057818827,-0.013113514,-0.026791882,-0.060955534,-0.787848362,-1.148202158,-1.691932579,-1.718541419,-1.609507557,-1.683107025
Population growth (annual %),SP.POP.GROW,Monaco,MCO,0.422185776,0.975251541,1.161472699,1.197519967,1.199610885,1.134492557,1.074061203,0.915658239,0.842253416,0.7525271,0.734075854,0.708343221
Population growth (annual %),SP.POP.GROW,Mongolia,MNG,1.994635558,0.887755129,1.838034251,1.942526347,2.000774358,2.003813593,1.964248313,1.913419217,1.861598041,1.795910204,1.718532829,1.633813327
Population growth (annual %),SP.POP.GROW,Montenegro,MNE,-0.032812754,-0.027974019,0.105041772,0.084147408,0.097599637,0.097022011,0.056110724,0.023142531,0.011247907,-0.023461353,-0.031987013,-0.116139361
